name,id,max_float,min_float,crates,rarity,weapon,stattrack,collections
★ Hand Wraps | Spruce DDPAT,skin-e757fd7191f9,0.8,0.06,"['crate-4288', 'crate-4352']",Extraordinary,Hand Wraps,False,[]
★ Shadow Daggers | Scorched,skin-4c0f4d0143ab,0.8,0.06,['crate-4138'],Covert,Shadow Daggers,True,[]
★ Shadow Daggers | Safari Mesh,skin-71ae1b479d78,0.8,0.06,['crate-4138'],Covert,Shadow Daggers,True,[]
★ Shadow Daggers | Urban Masked,skin-aed866051529,0.8,0.06,['crate-4138'],Covert,Shadow Daggers,True,[]
★ Skeleton Knife | Fade,skin-cde6adda102c,0.08,0.0,"['crate-4620', 'crate-4698']",Covert,Skeleton Knife,True,[]
★ Skeleton Knife | Doppler,skin-8d0c4a99f9a1,0.08,0.0,['crate-7007'],Covert,Skeleton Knife,True,[]
★ Skeleton Knife | Doppler,skin-acaf87efbdfd,0.08,0.0,['crate-7007'],Covert,Skeleton Knife,True,[]
★ Skeleton Knife | Doppler,skin-5a75fadc4005,0.08,0.0,['crate-7007'],Covert,Skeleton Knife,True,[]
★ Skeleton Knife | Doppler,skin-bc6ad0a79129,0.08,0.0,['crate-7007'],Covert,Skeleton Knife,True,[]
★ Skeleton Knife | Doppler,skin-7ee0f56bd4a6,0.08,0.0,['crate-7007'],Covert,Skeleton Knife,True,[]
★ Skeleton Knife | Marble Fade,skin-81ec9b1d09fd,0.08,0.0,['crate-7007'],Covert,Skeleton Knife,True,[]
★ Skeleton Knife | Doppler,skin-1e257d16f0fb,0.08,0.0,['crate-7007'],Covert,Skeleton Knife,True,[]
★ Skeleton Knife | Doppler,skin-0d626aa19c6e,0.08,0.0,['crate-7007'],Covert,Skeleton Knife,True,[]
★ Skeleton Knife | Slaughter,skin-6b5516a41499,0.26,0.01,"['crate-4620', 'crate-4698']",Covert,Skeleton Knife,True,[]
★ Skeleton Knife | Tiger Tooth,skin-0c0f10fa7512,0.08,0.0,['crate-7007'],Covert,Skeleton Knife,True,[]
★ Skeleton Knife | Blue Steel,skin-2256804e0df0,1.0,0.0,"['crate-4620', 'crate-4698']",Covert,Skeleton Knife,True,[]
★ Skeleton Knife | Damascus Steel,skin-509253231b92,0.5,0.0,['crate-7007'],Covert,Skeleton Knife,True,[]
★ Skeleton Knife | Stained,skin-2148778af5b2,1.0,0.0,"['crate-4620', 'crate-4698']",Covert,Skeleton Knife,True,[]
★ Skeleton Knife | Case Hardened,skin-0f571379fb57,1.0,0.0,"['crate-4620', 'crate-4698']",Covert,Skeleton Knife,True,[]
★ Skeleton Knife | Rust Coat,skin-16c7cf350eae,1.0,0.4,['crate-7007'],Covert,Skeleton Knife,True,[]
★ Skeleton Knife | Forest DDPAT,skin-221b5f664eb6,0.8,0.06,"['crate-4620', 'crate-4698']",Covert,Skeleton Knife,True,[]
★ Skeleton Knife | Boreal Forest,skin-25d46ceb0c67,0.8,0.06,"['crate-4620', 'crate-4698']",Covert,Skeleton Knife,True,[]
★ Skeleton Knife | Crimson Web,skin-4d68917f3f3f,0.8,0.06,"['crate-4620', 'crate-4698']",Covert,Skeleton Knife,True,[]
★ Skeleton Knife | Ultraviolet,skin-a1cee5b6dd1b,0.8,0.06,['crate-7007'],Covert,Skeleton Knife,True,[]
★ Skeleton Knife | Scorched,skin-26e44d96e1a4,0.8,0.06,"['crate-4620', 'crate-4698']",Covert,Skeleton Knife,True,[]
★ Skeleton Knife | Safari Mesh,skin-2ee9ebfb2bf0,0.8,0.06,"['crate-4620', 'crate-4698']",Covert,Skeleton Knife,True,[]
★ Skeleton Knife | Night Stripe,skin-744fcb5c866c,0.8,0.06,"['crate-4620', 'crate-4698']",Covert,Skeleton Knife,True,[]
★ Skeleton Knife | Urban Masked,skin-8256a3bbc75e,0.8,0.06,"['crate-4620', 'crate-4698']",Covert,Skeleton Knife,True,[]
★ Stiletto Knife | Fade,skin-8416be60f992,0.08,0.0,"['crate-4482', 'crate-4548']",Covert,Stiletto Knife,True,[]
★ Stiletto Knife | Doppler,skin-a7e098fc5154,0.08,0.0,"['crate-4598', 'crate-4695']",Covert,Stiletto Knife,True,[]
★ Stiletto Knife | Doppler,skin-5b14e7c40644,0.08,0.0,"['crate-4598', 'crate-4695']",Covert,Stiletto Knife,True,[]
★ Stiletto Knife | Doppler,skin-fc725be94987,0.08,0.0,"['crate-4598', 'crate-4695']",Covert,Stiletto Knife,True,[]
★ Stiletto Knife | Doppler,skin-782e6bfea0c1,0.08,0.0,"['crate-4598', 'crate-4695']",Covert,Stiletto Knife,True,[]
★ Stiletto Knife | Doppler,skin-e17ef8f80d97,0.08,0.0,"['crate-4598', 'crate-4695']",Covert,Stiletto Knife,True,[]
★ Stiletto Knife | Marble Fade,skin-1c8f54fa853f,0.08,0.0,"['crate-4598', 'crate-4695']",Covert,Stiletto Knife,True,[]
★ Stiletto Knife | Doppler,skin-92753788cfe5,0.08,0.0,"['crate-4598', 'crate-4695']",Covert,Stiletto Knife,True,[]
★ Stiletto Knife | Doppler,skin-ed0a255974ef,0.08,0.0,"['crate-4598', 'crate-4695']",Covert,Stiletto Knife,True,[]
★ Stiletto Knife | Slaughter,skin-05341f90a3cf,0.26,0.01,"['crate-4482', 'crate-4548']",Covert,Stiletto Knife,True,[]
★ Stiletto Knife | Tiger Tooth,skin-5301f5924e2a,0.08,0.0,"['crate-4598', 'crate-4695']",Covert,Stiletto Knife,True,[]
★ Stiletto Knife | Blue Steel,skin-b81b784b6f1f,1.0,0.0,"['crate-4482', 'crate-4548']",Covert,Stiletto Knife,True,[]
★ Stiletto Knife | Damascus Steel,skin-a0876f0e4bab,0.5,0.0,"['crate-4598', 'crate-4695']",Covert,Stiletto Knife,True,[]
★ Stiletto Knife | Stained,skin-f68bbee06eed,1.0,0.0,"['crate-4482', 'crate-4548']",Covert,Stiletto Knife,True,[]
★ Stiletto Knife | Case Hardened,skin-85e8c0552210,1.0,0.0,"['crate-4482', 'crate-4548']",Covert,Stiletto Knife,True,[]
★ Stiletto Knife | Rust Coat,skin-e7a0597c687c,1.0,0.4,"['crate-4598', 'crate-4695']",Covert,Stiletto Knife,True,[]
★ Stiletto Knife | Forest DDPAT,skin-269c23931264,0.8,0.06,"['crate-4482', 'crate-4548']",Covert,Stiletto Knife,True,[]
★ Stiletto Knife | Boreal Forest,skin-7891705d6ea2,0.8,0.06,"['crate-4482', 'crate-4548']",Covert,Stiletto Knife,True,[]
★ Stiletto Knife | Crimson Web,skin-9e666699a355,0.8,0.06,"['crate-4482', 'crate-4548']",Covert,Stiletto Knife,True,[]
★ Stiletto Knife | Ultraviolet,skin-1ec6e65f4c67,0.8,0.06,"['crate-4598', 'crate-4695']",Covert,Stiletto Knife,True,[]
★ Stiletto Knife | Scorched,skin-162677c2dbf4,0.8,0.06,"['crate-4482', 'crate-4548']",Covert,Stiletto Knife,True,[]
★ Stiletto Knife | Safari Mesh,skin-4451af01dc3b,0.8,0.06,"['crate-4482', 'crate-4548']",Covert,Stiletto Knife,True,[]
★ Stiletto Knife | Night Stripe,skin-2aaaebea9755,0.8,0.06,"['crate-4482', 'crate-4548']",Covert,Stiletto Knife,True,[]
★ Stiletto Knife | Urban Masked,skin-5f88639ccf1f,0.8,0.06,"['crate-4482', 'crate-4548']",Covert,Stiletto Knife,True,[]
★ Bowie Knife | Fade,skin-7c39e61388c9,0.08,0.0,['crate-4187'],Covert,Bowie Knife,True,[]
★ Bowie Knife | Doppler,skin-793b9eb6b4b7,0.08,0.0,"['crate-4351', 'crate-4403']",Covert,Bowie Knife,True,[]
★ Bowie Knife | Doppler,skin-c458ae57ce73,0.08,0.0,"['crate-4351', 'crate-4403']",Covert,Bowie Knife,True,[]
★ Bowie Knife | Doppler,skin-f7693da65ea4,0.08,0.0,"['crate-4351', 'crate-4403']",Covert,Bowie Knife,True,[]
★ Bowie Knife | Doppler,skin-a03383d1c1a8,0.08,0.0,"['crate-4351', 'crate-4403']",Covert,Bowie Knife,True,[]
★ Bowie Knife | Doppler,skin-c9f45eb5657e,0.08,0.0,"['crate-4351', 'crate-4403']",Covert,Bowie Knife,True,[]
★ Bowie Knife | Gamma Doppler,skin-bd871a344e30,0.08,0.0,"['crate-4790', 'crate-4818']",Covert,Bowie Knife,True,[]
★ Bowie Knife | Gamma Doppler,skin-2c801d044315,0.08,0.0,"['crate-4790', 'crate-4818']",Covert,Bowie Knife,True,[]
★ Bowie Knife | Gamma Doppler,skin-e70487f0da3a,0.08,0.0,"['crate-4790', 'crate-4818']",Covert,Bowie Knife,True,[]
★ Bowie Knife | Gamma Doppler,skin-9143e6d4868c,0.08,0.0,"['crate-4790', 'crate-4818']",Covert,Bowie Knife,True,[]
★ Bowie Knife | Gamma Doppler,skin-965132fa7c08,0.08,0.0,"['crate-4790', 'crate-4818']",Covert,Bowie Knife,True,[]
★ Bowie Knife | Marble Fade,skin-fcaadd7c92cc,0.08,0.0,"['crate-4351', 'crate-4403']",Covert,Bowie Knife,True,[]
★ Bowie Knife | Freehand,skin-d9f86fb28081,0.48,0.0,"['crate-4790', 'crate-4818']",Covert,Bowie Knife,True,[]
★ Bowie Knife | Doppler,skin-3ca96a918c35,0.08,0.0,"['crate-4351', 'crate-4403']",Covert,Bowie Knife,True,[]
★ Bowie Knife | Doppler,skin-dfd71b7017a4,0.08,0.0,"['crate-4351', 'crate-4403']",Covert,Bowie Knife,True,[]
★ Bowie Knife | Slaughter,skin-5f746d4751f8,0.26,0.01,['crate-4187'],Covert,Bowie Knife,True,[]
★ Bowie Knife | Tiger Tooth,skin-90d3cf089321,0.08,0.0,"['crate-4351', 'crate-4403']",Covert,Bowie Knife,True,[]
★ Bowie Knife | Blue Steel,skin-f83162880676,1.0,0.0,['crate-4187'],Covert,Bowie Knife,True,[]
★ Bowie Knife | Damascus Steel,skin-7243492200ab,0.5,0.0,"['crate-4351', 'crate-4403']",Covert,Bowie Knife,True,[]
★ Bowie Knife | Stained,skin-54fdbad83f86,1.0,0.0,['crate-4187'],Covert,Bowie Knife,True,[]
★ Bowie Knife | Case Hardened,skin-d9107881b157,1.0,0.0,['crate-4187'],Covert,Bowie Knife,True,[]
★ Bowie Knife | Rust Coat,skin-556822409332,1.0,0.4,"['crate-4351', 'crate-4403']",Covert,Bowie Knife,True,[]
★ Bowie Knife | Lore,skin-d4d2d91dc87b,1.0,0.0,"['crate-4790', 'crate-4818']",Covert,Bowie Knife,True,[]
★ Bowie Knife | Autotronic,skin-8801d2adbd17,0.85,0.0,"['crate-4790', 'crate-4818']",Covert,Bowie Knife,True,[]
★ Bowie Knife | Black Laminate,skin-494ce8fecbfe,1.0,0.0,"['crate-4790', 'crate-4818']",Covert,Bowie Knife,True,[]
★ Bowie Knife | Forest DDPAT,skin-94a6cb78d4c9,0.8,0.06,['crate-4187'],Covert,Bowie Knife,True,[]
★ Bowie Knife | Boreal Forest,skin-26cf44b7986b,0.8,0.06,['crate-4187'],Covert,Bowie Knife,True,[]
★ Bowie Knife | Bright Water,skin-bcd9da197487,0.5,0.0,"['crate-4790', 'crate-4818']",Covert,Bowie Knife,True,[]
★ Bowie Knife | Crimson Web,skin-9309cf0662b7,0.8,0.06,['crate-4187'],Covert,Bowie Knife,True,[]
★ Bowie Knife | Night,skin-9197f4cece59,0.8,0.06,['crate-4187'],Covert,Bowie Knife,True,[]
★ Bowie Knife | Ultraviolet,skin-2a4a5474d917,0.8,0.06,"['crate-4351', 'crate-4403']",Covert,Bowie Knife,True,[]
★ Bowie Knife | Scorched,skin-5b32b41aab3b,0.8,0.06,['crate-4187'],Covert,Bowie Knife,True,[]
★ Bowie Knife | Safari Mesh,skin-fd9ff5748aa5,0.8,0.06,['crate-4187'],Covert,Bowie Knife,True,[]
★ Bowie Knife | Urban Masked,skin-b3ed4a298e8a,0.8,0.06,['crate-4187'],Covert,Bowie Knife,True,[]
★ Huntsman Knife | Fade,skin-85ba0d17a1f9,0.08,0.0,['crate-4017'],Covert,Huntsman Knife,True,[]
★ Huntsman Knife | Doppler,skin-76b081082456,0.08,0.0,"['crate-4351', 'crate-4403']",Covert,Huntsman Knife,True,[]
★ Huntsman Knife | Doppler,skin-0ccbf1273a6f,0.08,0.0,"['crate-4351', 'crate-4403']",Covert,Huntsman Knife,True,[]
★ Huntsman Knife | Doppler,skin-d8eb214e2fb6,0.08,0.0,"['crate-4351', 'crate-4403']",Covert,Huntsman Knife,True,[]
★ Huntsman Knife | Doppler,skin-d4901eccfb03,0.08,0.0,"['crate-4351', 'crate-4403']",Covert,Huntsman Knife,True,[]
★ Huntsman Knife | Doppler,skin-500ce7426a18,0.08,0.0,"['crate-4351', 'crate-4403']",Covert,Huntsman Knife,True,[]
★ Huntsman Knife | Gamma Doppler,skin-4400c7168d97,0.08,0.0,"['crate-4790', 'crate-4818']",Covert,Huntsman Knife,True,[]
★ Huntsman Knife | Gamma Doppler,skin-433e65dad5e4,0.08,0.0,"['crate-4790', 'crate-4818']",Covert,Huntsman Knife,True,[]
★ Huntsman Knife | Gamma Doppler,skin-f73c2d8a6647,0.08,0.0,"['crate-4790', 'crate-4818']",Covert,Huntsman Knife,True,[]
★ Huntsman Knife | Gamma Doppler,skin-fb71936725b6,0.08,0.0,"['crate-4790', 'crate-4818']",Covert,Huntsman Knife,True,[]
★ Huntsman Knife | Gamma Doppler,skin-7be9c42f587a,0.08,0.0,"['crate-4790', 'crate-4818']",Covert,Huntsman Knife,True,[]
★ Huntsman Knife | Marble Fade,skin-618b9c495102,0.08,0.0,"['crate-4351', 'crate-4403']",Covert,Huntsman Knife,True,[]
★ Huntsman Knife | Freehand,skin-37f576426c37,0.48,0.0,"['crate-4790', 'crate-4818']",Covert,Huntsman Knife,True,[]
★ Huntsman Knife | Doppler,skin-255b6eff4914,0.08,0.0,"['crate-4351', 'crate-4403']",Covert,Huntsman Knife,True,[]
★ Huntsman Knife | Doppler,skin-cb96c4362f57,0.08,0.0,"['crate-4351', 'crate-4403']",Covert,Huntsman Knife,True,[]
★ Huntsman Knife | Slaughter,skin-2cab831d314a,0.26,0.01,['crate-4017'],Covert,Huntsman Knife,True,[]
★ Huntsman Knife | Tiger Tooth,skin-243a437e4586,0.08,0.0,"['crate-4351', 'crate-4403']",Covert,Huntsman Knife,True,[]
★ Huntsman Knife | Blue Steel,skin-3def30b16491,1.0,0.0,['crate-4017'],Covert,Huntsman Knife,True,[]
★ Huntsman Knife | Damascus Steel,skin-929cf4619d5d,0.5,0.0,"['crate-4351', 'crate-4403']",Covert,Huntsman Knife,True,[]
★ Huntsman Knife | Stained,skin-705833a883f2,1.0,0.0,['crate-4017'],Covert,Huntsman Knife,True,[]
★ Huntsman Knife | Case Hardened,skin-a4164e883655,1.0,0.0,['crate-4017'],Covert,Huntsman Knife,True,[]
★ Huntsman Knife | Rust Coat,skin-a074d7f6a461,1.0,0.4,"['crate-4351', 'crate-4403']",Covert,Huntsman Knife,True,[]
★ Huntsman Knife | Lore,skin-687191040a39,0.65,0.0,"['crate-4790', 'crate-4818']",Covert,Huntsman Knife,True,[]
★ Huntsman Knife | Ultraviolet,skin-96f043f8ad7c,0.8,0.06,"['crate-4351', 'crate-4403']",Covert,Huntsman Knife,True,[]
★ Huntsman Knife | Autotronic,skin-a14dff866da7,0.85,0.0,"['crate-4790', 'crate-4818']",Covert,Huntsman Knife,True,[]
★ Huntsman Knife | Black Laminate,skin-6846773dc467,1.0,0.0,"['crate-4790', 'crate-4818']",Covert,Huntsman Knife,True,[]
★ Huntsman Knife | Forest DDPAT,skin-dc7691ba7cab,0.8,0.06,['crate-4017'],Covert,Huntsman Knife,True,[]
★ Huntsman Knife | Boreal Forest,skin-5929154caa21,0.8,0.06,['crate-4017'],Covert,Huntsman Knife,True,[]
★ Huntsman Knife | Bright Water,skin-5fcbfb31f1d1,0.5,0.0,"['crate-4790', 'crate-4818']",Covert,Huntsman Knife,True,[]
★ Huntsman Knife | Crimson Web,skin-50822c2f44f9,0.8,0.06,['crate-4017'],Covert,Huntsman Knife,True,[]
★ Huntsman Knife | Night,skin-cbcb5c1fdde0,0.8,0.06,['crate-4017'],Covert,Huntsman Knife,True,[]
★ Huntsman Knife | Scorched,skin-7e5068bb215f,0.8,0.06,['crate-4017'],Covert,Huntsman Knife,True,[]
★ Huntsman Knife | Safari Mesh,skin-b9e171c17faf,0.8,0.06,['crate-4017'],Covert,Huntsman Knife,True,[]
★ Huntsman Knife | Urban Masked,skin-47369b391184,0.8,0.06,['crate-4017'],Covert,Huntsman Knife,True,[]
★ Ursus Knife | Fade,skin-8512690f4f86,0.08,0.0,"['crate-4482', 'crate-4548']",Covert,Ursus Knife,True,[]
★ Ursus Knife | Doppler,skin-2dae8bd09ad6,0.08,0.0,"['crate-4598', 'crate-4695']",Covert,Ursus Knife,True,[]
★ Ursus Knife | Doppler,skin-66da6dafaba1,0.08,0.0,"['crate-4598', 'crate-4695']",Covert,Ursus Knife,True,[]
★ Ursus Knife | Doppler,skin-ddf2f48f4dcc,0.08,0.0,"['crate-4598', 'crate-4695']",Covert,Ursus Knife,True,[]
★ Ursus Knife | Doppler,skin-be074cb41fae,0.08,0.0,"['crate-4598', 'crate-4695']",Covert,Ursus Knife,True,[]
★ Ursus Knife | Doppler,skin-a3e2b8da4519,0.08,0.0,"['crate-4598', 'crate-4695']",Covert,Ursus Knife,True,[]
★ Ursus Knife | Marble Fade,skin-3c8d6d2066c5,0.08,0.0,"['crate-4598', 'crate-4695']",Covert,Ursus Knife,True,[]
★ Ursus Knife | Doppler,skin-2a92b2339dd5,0.08,0.0,"['crate-4598', 'crate-4695']",Covert,Ursus Knife,True,[]
★ Ursus Knife | Doppler,skin-76be2f7e3241,0.08,0.0,"['crate-4598', 'crate-4695']",Covert,Ursus Knife,True,[]
★ Ursus Knife | Slaughter,skin-3bdc5f369061,0.26,0.01,"['crate-4482', 'crate-4548']",Covert,Ursus Knife,True,[]
★ Ursus Knife | Tiger Tooth,skin-4cb01f02c1e3,0.08,0.0,"['crate-4598', 'crate-4695']",Covert,Ursus Knife,True,[]
★ Ursus Knife | Blue Steel,skin-2edd5b788f70,1.0,0.0,"['crate-4482', 'crate-4548']",Covert,Ursus Knife,True,[]
★ Ursus Knife | Damascus Steel,skin-3bf8105f2ed6,0.5,0.0,"['crate-4598', 'crate-4695']",Covert,Ursus Knife,True,[]
★ Ursus Knife | Stained,skin-c8c6bbd54e07,1.0,0.0,"['crate-4482', 'crate-4548']",Covert,Ursus Knife,True,[]
★ Ursus Knife | Case Hardened,skin-c4dedb8cac21,1.0,0.0,"['crate-4482', 'crate-4548']",Covert,Ursus Knife,True,[]
★ Ursus Knife | Rust Coat,skin-acadd809a81f,1.0,0.4,"['crate-4598', 'crate-4695']",Covert,Ursus Knife,True,[]
★ Ursus Knife | Forest DDPAT,skin-bbdcf11905dc,0.8,0.06,"['crate-4482', 'crate-4548']",Covert,Ursus Knife,True,[]
★ Ursus Knife | Boreal Forest,skin-4a69e16edbbb,0.8,0.06,"['crate-4482', 'crate-4548']",Covert,Ursus Knife,True,[]
★ Ursus Knife | Crimson Web,skin-8988fcc8f358,0.8,0.06,"['crate-4482', 'crate-4548']",Covert,Ursus Knife,True,[]
★ Ursus Knife | Ultraviolet,skin-4fd4ab14137b,0.8,0.06,"['crate-4598', 'crate-4695']",Covert,Ursus Knife,True,[]
★ Ursus Knife | Scorched,skin-3ae7c170b0fd,0.8,0.06,"['crate-4482', 'crate-4548']",Covert,Ursus Knife,True,[]
★ Ursus Knife | Safari Mesh,skin-8d75b8d5e231,0.8,0.06,"['crate-4482', 'crate-4548']",Covert,Ursus Knife,True,[]
★ Ursus Knife | Night Stripe,skin-eb7dc41fdeda,0.8,0.06,"['crate-4482', 'crate-4548']",Covert,Ursus Knife,True,[]
★ Ursus Knife | Urban Masked,skin-69b29694ef39,0.8,0.06,"['crate-4482', 'crate-4548']",Covert,Ursus Knife,True,[]
★ Talon Knife | Fade,skin-b578d971da2a,0.08,0.0,"['crate-4482', 'crate-4548']",Covert,Talon Knife,True,[]
★ Talon Knife | Doppler,skin-ae7ba223bf1f,0.08,0.0,"['crate-4598', 'crate-4695']",Covert,Talon Knife,True,[]
★ Talon Knife | Doppler,skin-4fca6da36921,0.08,0.0,"['crate-4598', 'crate-4695']",Covert,Talon Knife,True,[]
★ Talon Knife | Doppler,skin-f3254d2ec699,0.08,0.0,"['crate-4598', 'crate-4695']",Covert,Talon Knife,True,[]
★ Talon Knife | Doppler,skin-fd0df2c42b00,0.08,0.0,"['crate-4598', 'crate-4695']",Covert,Talon Knife,True,[]
★ Talon Knife | Doppler,skin-27df67e7ac3a,0.08,0.0,"['crate-4598', 'crate-4695']",Covert,Talon Knife,True,[]
★ Talon Knife | Marble Fade,skin-e628ad554646,0.08,0.0,"['crate-4598', 'crate-4695']",Covert,Talon Knife,True,[]
★ Talon Knife | Doppler,skin-88a12f8e17de,0.08,0.0,"['crate-4598', 'crate-4695']",Covert,Talon Knife,True,[]
★ Talon Knife | Doppler,skin-938230ada62f,0.08,0.0,"['crate-4598', 'crate-4695']",Covert,Talon Knife,True,[]
★ Talon Knife | Slaughter,skin-39fd4dd08be3,0.26,0.01,"['crate-4482', 'crate-4548']",Covert,Talon Knife,True,[]
★ Talon Knife | Tiger Tooth,skin-680a9e6c14da,0.08,0.0,"['crate-4598', 'crate-4695']",Covert,Talon Knife,True,[]
★ Talon Knife | Blue Steel,skin-626085828c3d,1.0,0.0,"['crate-4482', 'crate-4548']",Covert,Talon Knife,True,[]
★ Talon Knife | Damascus Steel,skin-9eed82f3d27d,0.5,0.0,"['crate-4598', 'crate-4695']",Covert,Talon Knife,True,[]
★ Talon Knife | Stained,skin-0788e11cab11,1.0,0.0,"['crate-4482', 'crate-4548']",Covert,Talon Knife,True,[]
★ Talon Knife | Case Hardened,skin-69c2c09781c9,1.0,0.0,"['crate-4482', 'crate-4548']",Covert,Talon Knife,True,[]
★ Talon Knife | Rust Coat,skin-fa1a11e2d1f3,1.0,0.4,"['crate-4598', 'crate-4695']",Covert,Talon Knife,True,[]
★ Talon Knife | Forest DDPAT,skin-f67b48be764e,0.8,0.06,"['crate-4482', 'crate-4548']",Covert,Talon Knife,True,[]
★ Talon Knife | Boreal Forest,skin-87e3087a80d2,0.8,0.06,"['crate-4482', 'crate-4548']",Covert,Talon Knife,True,[]
★ Talon Knife | Crimson Web,skin-0ab3baba1e98,0.8,0.06,"['crate-4482', 'crate-4548']",Covert,Talon Knife,True,[]
★ Talon Knife | Ultraviolet,skin-fe4a0f2cc9a7,0.8,0.06,"['crate-4598', 'crate-4695']",Covert,Talon Knife,True,[]
★ Talon Knife | Scorched,skin-fdfc0c183378,0.8,0.06,"['crate-4482', 'crate-4548']",Covert,Talon Knife,True,[]
★ Talon Knife | Safari Mesh,skin-6183e4ae1805,0.8,0.06,"['crate-4482', 'crate-4548']",Covert,Talon Knife,True,[]
★ Talon Knife | Night Stripe,skin-dc96e35a7226,0.8,0.06,"['crate-4482', 'crate-4548']",Covert,Talon Knife,True,[]
★ Talon Knife | Urban Masked,skin-fdd9b192d93a,0.8,0.06,"['crate-4482', 'crate-4548']",Covert,Talon Knife,True,[]
M249 | Aztec,skin-0ca39d6a9fe2,0.75,0.0,['crate-4669'],Restricted,M249,True,['The CS20 Collection']
M249 | Magma,skin-3f7f4a9702ef,0.7000000000000001,0.0,['crate-4009'],Mil-Spec Grade,M249,True,['The Winter Offensive Collection']
M249 | Deep Relief,skin-4c1d61428041,1.0,0.0,['crate-4717'],Mil-Spec Grade,M249,True,['The Operation Broken Fang Collection']
M249 | Downtown,skin-302f05527562,0.65,0.0,['crate-4846'],Restricted,M249,True,['The Recoil Collection']
M249 | Submerged,skin-eed9c3fe4b9d,0.8,0.02,"['crate-4882', 'crate-4895', 'crate-4928', 'crate-4969', 'crate-5122']",Consumer Grade,M249,False,['The Anubis Collection']
M249 | System Lock,skin-4c2aae5b0b8d,0.8,0.0,['crate-4061'],Mil-Spec Grade,M249,True,['The Chroma Collection']
M249 | Spectre,skin-fc1505f10422,0.5,0.0,['crate-4233'],Mil-Spec Grade,M249,True,['The Chroma 3 Collection']
M249 | O.S.I.P.R.,skin-c6f056b9dbbc,0.7000000000000001,0.0,['crate-4747'],Mil-Spec Grade,M249,True,['The Snakebite Collection']
M249 | Nebula Crusader,skin-fe2ecdf6f921,1.0,0.0,['crate-4138'],Restricted,M249,True,['The Shadow Collection']
M249 | Warbird,skin-af475732c9cd,0.65,0.05,['crate-4620'],Mil-Spec Grade,M249,True,['The Shattered Web Collection']
M249 | Spectrogram,skin-4b8b1ad9100f,0.5,0.0,[],Industrial Grade,M249,False,['The Graphic Design Collection']
M249 | Blizzard Marbleized,skin-385ca2cb6f3c,0.8,0.06,[],Industrial Grade,M249,False,['The Office Collection']
M249 | Jungle DDPAT,skin-735df44a0719,0.8,0.06,[],Consumer Grade,M249,False,['The Alpha Collection']
M249 | Shipping Forecast,skin-7dfb8d58c579,0.5,0.0,[],Industrial Grade,M249,False,['The Gods and Monsters Collection']
M249 | Sleet,skin-81cd69f7a061,0.7000000000000001,0.0,[],Consumer Grade,M249,False,['The Achroma Collection']
M249 | Sage Camo,skin-bfdabc8fd9fa,0.6000000000000001,0.0,[],Consumer Grade,M249,False,['The Boreal Collection']
M249 | Hypnosis,skin-c7c133807ad6,1.0,0.0,['crate-7003'],Mil-Spec Grade,M249,True,['The Gallery Collection']
M249 | Jungle,skin-7c123868ae50,0.8,0.06,[],Consumer Grade,M249,False,['The St. Marc Collection']
M249 | Impact Drill,skin-ee71937714b6,1.0,0.0,[],Consumer Grade,M249,False,['The Chop Shop Collection']
M249 | Emerald Poison Dart,skin-61f4c5cf38a6,0.45,0.0,['crate-4351'],Restricted,M249,True,['The Spectrum Collection']
M249 | Gator Mesh,skin-3b11b1a4314b,0.6000000000000001,0.0,"['crate-4006', 'crate-4013']",Industrial Grade,M249,False,['The Safehouse Collection']
M249 | Humidor,skin-a67615da8679,0.5,0.0,"['crate-4810', 'crate-4836', 'crate-4861', 'crate-4894', 'crate-4927', 'crate-4968', 'crate-5121', 'crate-5220']",Mil-Spec Grade,M249,False,['The 2021 Mirage Collection']
M249 | Midnight Palm,skin-9397611af549,0.5,0.0,"['crate-4811', 'crate-4837', 'crate-4862', 'crate-4970', 'crate-5123', 'crate-5222']",Industrial Grade,M249,False,['The 2021 Dust 2 Collection']
M249 | Contrast Spray,skin-524093d4fd9e,0.8,0.06,"['crate-4028', 'crate-4037', 'crate-4085', 'crate-4135', 'crate-4180', 'crate-4229', 'crate-4277', 'crate-4347', 'crate-4399', 'crate-4466', 'crate-4543', 'crate-4593', 'crate-4663', 'crate-4812', 'crate-4838', 'crate-4863', 'crate-4896', 'crate-4929']",Consumer Grade,M249,False,['The Overpass Collection']
M249 | Predator,skin-927dacf99b7b,0.8,0.06,[],Consumer Grade,M249,False,['The Havoc Collection']
M4A4 | Mainframe,skin-810cb4b6d950,0.5,0.0,"['crate-4546', 'crate-4596', 'crate-4665', 'crate-4814', 'crate-4840', 'crate-4865', 'crate-4898', 'crate-4931', 'crate-4972', 'crate-5125', 'crate-5224']",Industrial Grade,M4A4,False,['The 2018 Nuke Collection']
M4A4 | Daybreak,skin-695797b5acd6,0.6000000000000001,0.0,[],Restricted,M4A4,False,['The Rising Sun Collection']
M4A4 | Bullet Rain,skin-db764e1bb74b,0.46,0.02,['crate-4019'],Covert,M4A4,True,['The eSports 2014 Summer Collection']
M4A4 | Global Offensive,skin-bb64064419aa,0.7000000000000001,0.0,[],Mil-Spec Grade,M4A4,False,['The Control Collection']
M4A4 | Asiimov,skin-31a3a09d007d,1.0,0.18,['crate-4009'],Covert,M4A4,True,['The Winter Offensive Collection']
